ID,Amount.Requested,Interest.Rate,Loan.Length,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance
3246,9250,11.89%,36 months,16.28%,MORTGAGE,5416.67,745,14,10111
14851,19000,10.75%,60 months,6.19%,MORTGAGE,7500,775,12,1142
45929,2000,6.03%,36 months,8.01%,RENT,5833.33,750,7,2031
62740,7200,20.49%,60 months,15.14%,RENT,5166.67,670,10,14585
70648,8000,14.09%,36 months,19.60%,MORTGAGE,5292,695,13,8903
33500,13000,11.71%,36 months,16.20%,RENT,6932.92,685,21,27852
55755,8000,16.29%,36 months,2.92%,MORTGAGE,4250,670,5,4454
3158,14000,9.63%,36 months,13.06%,MORTGAGE,9083.33,760,21,46017
40127,1400,12.69%,36 months,5.93%,OWN,4583.33,700,3,1029
77444,9500,8.90%,36 months,27.72%,OWN,5000,735,4,18393
74186,12700,11.14%,36 months,10.53%,OWN,3333.33,705,6,8948
45644,10000,9.76%,36 months,18.31%,RENT,2916.67,725,6,5670
2868,6000,11.89%,36 months,11.55%,RENT,2917,735,4,1003
28280,5200,13.99%,36 months,23.18%,MORTGAGE,5000,680,17,28118
50921,9000,15.81%,36 months,10.69%,RENT,3750,675,7,6599
2425,12000,14.74%,36 months,4.62%,RENT,4500,695,3,7956
1337,6600,9.07%,36 months,1.84%,OWN,2667,740,16,4889
56391,10000,13.99%,36 months,8.62%,MORTGAGE,6458.33,670,13,7200
27919,1800,11.49%,36 months,16.64%,MORTGAGE,4250,695,11,26267
78789,19000,18.75%,60 months,17.40%,OWN,4000,695,7,5246
85290,24000,20.49%,60 months,8.69%,MORTGAGE,5833.33,685,9,23006
63588,11500,11.14%,36 months,23.40%,OWN,2833.33,700,8,17324
47887,12100,13.67%,36 months,12.85%,RENT,5000,690,8,12026
28055,12000,17.99%,60 months,23.44%,RENT,3916.67,675,8,8860
44231,12000,15.31%,36 months,10.69%,MORTGAGE,4416.67,675,18,13194
88584,10000,19.72%,36 months,27.53%,MORTGAGE,2916.67,665,14,11506
61697,8875,15.31%,36 months,30.15%,RENT,2291.67,680,11,11798
64440,10625,17.77%,36 months,22.10%,OWN,2633.33,660,9,12156
3320,12000,14.11%,36 months,7.23%,MORTGAGE,3750,670,6,13018
95536,10000,17.27%,36 months,28.91%,MORTGAGE,3500,660,11,9059
98428,12000,20.49%,36 months,28.84%,RENT,3980.33,660,12,19234
26457,14000,11.99%,60 months,14.01%,MORTGAGE,4583.33,720,9,3539
43465,16000,17.58%,60 months,12.26%,MORTGAGE,2666.67,705,12,18008
53930,10000,15.81%,36 months,20.89%,RENT,5541.67,670,14,10443
92051,3625,16.29%,36 months,21.75%,MORTGAGE,6666.67,720,12,3226
78391,8400,12.12%,36 months,22.32%,RENT,3333.33,690,7,5500
1766,1600,15.05%,36 months,14.15%,RENT,2000,665,5,9603
82223,3600,16.29%,36 months,24.90%,OWN,3666.67,665,16,11927
19226,14000,17.51%,36 months,9.37%,RENT,7916.67,680,3,13522
63697,15675,6.03%,36 months,8.86%,MORTGAGE,4166.67,795,9,13020
2947,6000,11.89%,36 months,19.38%,RENT,7250,725,6,42987
91702,10000,8.90%,36 months,11.17%,MORTGAGE,6666.67,695,15,14593
50924,29000,7.90%,36 months,19.25%,MORTGAGE,9166.67,765,18,75212
35615,4800,12.42%,36 months,17.98%,MORTGAGE,4500,670,9,30895
6084,5000,8.94%,36 months,13.27%,OWN,4166.67,740,5,4676
3862,7000,12.53%,36 months,6.64%,MORTGAGE,5000,695,7,11391
49409,20000,16.29%,60 months,24.05%,MORTGAGE,7416.67,705,11,14944
89809,9000,12.12%,36 months,10.05%,RENT,11666.67,690,8,9490
33275,4400,12.42%,36 months,19%,RENT,2000,715,9,2411
36803,3000,11.71%,36 months,16.80%,RENT,3083.33,695,4,413
61587,6250,14.33%,36 months,20.40%,MORTGAGE,1750,675,10,7845
32249,14000,6.03%,36 months,9%,MORTGAGE,8733.33,770,11,15108
39908,30000,14.27%,36 months,8.51%,MORTGAGE,9166.67,715,10,28967
33029,19600,12.42%,60 months,22.99%,RENT,4166.67,745,9,14783
7603,1600,13.11%,36 months,18.99%,MORTGAGE,3459,670,9,6281
57519,8000,13.99%,36 months,18.17%,OWN,7500,670,13,5987
102277,2500,12.92%,36 months,22.32%,MORTGAGE,3750,670,21,4744
64419,16075,16.29%,36 months,17.58%,MORTGAGE,4125,695,7,15781
5651,4900,14.26%,36 months,23.75%,RENT,2240,720,5,17998
27901,14400,11.99%,36 months,13.48%,MORTGAGE,10408,710,9,34354
80404,7750,20.49%,36 months,9%,MORTGAGE,2000,660,3,5399
23537,4200,5.79%,36 months,8.10%,MORTGAGE,6089.44,750,7,18861
22289,35000,12.68%,60 months,23.99%,MORTGAGE,7083.33,785,19,30725
48048,12800,12.12%,36 months,21.53%,RENT,4750,695,16,14291
83570,8000,8.90%,36 months,26.56%,MORTGAGE,4416.67,720,15,6701
39692,25000,18.64%,60 months,14.61%,MORTGAGE,5833.33,695,8,13785
23911,5000,8.49%,36 months,16.89%,MORTGAGE,6706.41,730,19,43734
11625,4000,11.49%,36 months,4.16%,RENT,2666.67,720,4,3239
72919,2875,18.49%,36 months,14.11%,RENT,1084,665,3,3824
23766,1800,16.02%,36 months,4.19%,RENT,4246.67,660,2,0
34802,7200,13.49%,36 months,14.60%,RENT,5000,725,4,17268
68503,6000,12.12%,36 months,8.16%,RENT,3333.33,680,6,8442
44737,15000,7.90%,36 months,20.73%,RENT,5416.67,745,14,9756
62824,10375,14.33%,36 months,26.42%,RENT,2479.17,680,6,13411
97264,25000,15.80%,60 months,24.04%,OWN,7750,700,10,20215
6143,7900,8.59%,36 months,15.20%,MORTGAGE,7583.33,810,14,3950
59807,10000,15.31%,36 months,14.61%,RENT,3750,680,18,13051
1888,6000,7.68%,36 months,8.40%,RENT,5417,780,10,6047
99967,7000,17.77%,36 months,30.30%,RENT,4333.33,675,16,6922
6259,5500,14.61%,36 months,20.38%,MORTGAGE,5116.67,665,11,14103
73978,7000,14.33%,36 months,5.46%,RENT,3333.33,690,4,8889
65041,12000,6.62%,36 months,1.43%,RENT,9666.67,750,5,4693
26914,10000,6.99%,36 months,27.92%,MORTGAGE,2500,780,5,1230
22573,9800,14.91%,60 months,12.89%,MORTGAGE,2708.33,690,11,8111
93394,15000,13.11%,36 months,29.63%,RENT,4083.33,690,20,23565
26312,12000,7.91%,36 months,4.51%,RENT,3500,725,16,6015
17242,19000,13.72%,36 months,13.50%,RENT,2964.67,705,9,11219
43527,10000,13.49%,36 months,18.84%,MORTGAGE,3333.33,690,9,14247
8698,14725,19.41%,36 months,2.14%,OWN,18333.33,660,11,82265
75525,17500,14.09%,36 months,34.88%,RENT,3750,690,6,18485
6712,10000,12.53%,36 months,10.81%,RENT,7158.33,700,15,23152
22982,12000,10.37%,36 months,16.98%,RENT,3916.67,705,10,7489
76797,32550,6.62%,36 months,8.52%,MORTGAGE,9166.67,805,9,2670
95522,17475,12.12%,36 months,14.82%,MORTGAGE,4500,680,10,12588
47097,7200,7.90%,36 months,12.13%,RENT,2333.33,725,7,6262
92717,7125,7.62%,36 months,7.96%,OWN,2500,805,5,577
10176,20500,14.96%,60 months,10.76%,RENT,2500,730,2,109
72251,18000,19.72%,60 months,17.37%,RENT,10583.33,695,13,55691
47570,15000,18.25%,36 months,22.45%,MORTGAGE,5078.75,665,19,13205
20885,14000,10.37%,60 months,8.69%,RENT,5833.33,785,4,961
3768,4800,12.21%,36 months,9.41%,RENT,6250,695,10,21069
85464,8000,14.33%,36 months,4.48%,RENT,6250,670,8,14607
45728,35000,18.25%,60 months,20.56%,MORTGAGE,5666.67,725,8,22290
6326,3600,7.74%,36 months,1.41%,MORTGAGE,5666.67,735,6,2907
14469,20000,11.49%,36 months,8.84%,RENT,7500,715,11,8848
58576,20000,22.45%,60 months,24.30%,RENT,3666.67,660,9,9194
42148,10000,14.27%,36 months,12.63%,RENT,7166.67,680,11,10309
38373,10000,9.91%,36 months,14.98%,RENT,5000,710,8,16908
11626,4500,7.51%,36 months,13.90%,MORTGAGE,3000,765,10,387
42374,8000,7.90%,36 months,23.69%,MORTGAGE,7083.33,725,17,15497
54073,7425,9.76%,36 months,7.32%,MORTGAGE,2500,705,6,5045
97524,12000,6.03%,36 months,18.75%,MORTGAGE,13000,725,22,20197
43444,9000,15.27%,36 months,24.06%,RENT,4500,670,10,8533
80167,28000,16.29%,36 months,19.62%,MORTGAGE,7083.33,710,12,38194
47926,15575,13.67%,36 months,18%,MORTGAGE,6250,710,18,5591
85685,10500,12.12%,36 months,11.18%,RENT,6666.67,710,16,7738
102645,8500,16.83%,36 months,14.68%,RENT,5000,680,9,0
95322,3600,19.72%,36 months,10.72%,RENT,7000,665,7,6263
19133,12000,7.29%,36 months,27.15%,RENT,6250,740,7,59089
6466,24250,11.83%,36 months,4.79%,RENT,12000,755,10,2097
35596,20000,12.69%,36 months,15.55%,RENT,6166.67,710,6,22739
62011,14000,12.12%,36 months,7.64%,RENT,6883.33,695,7,9715
34411,10000,6.03%,36 months,5.01%,MORTGAGE,13750,775,12,4357
39996,8000,12.42%,36 months,9.73%,RENT,3750,705,8,16212
19961,20000,17.51%,60 months,15.97%,MORTGAGE,5373.33,695,18,25058
60353,3500,12.12%,36 months,10.87%,MORTGAGE,4333.33,675,9,9971
34538,30000,20.89%,60 months,15.86%,MORTGAGE,17917,695,14,86385
91639,12000,17.77%,36 months,22.32%,RENT,4575.08,675,13,8048
41828,12250,19.03%,60 months,23.18%,MORTGAGE,6550,660,15,22493
10721,9000,7.88%,60 months,8%,MORTGAGE,4750,800,14,5348
66064,31825,14.09%,60 months,4.37%,MORTGAGE,6666.67,750,4,10864
36798,24000,19.03%,60 months,22.58%,MORTGAGE,5416.67,680,12,13066
5906,12800,8.94%,36 months,0.18%,MORTGAGE,2833.33,815,7,306
24044,20000,13.99%,60 months,21.33%,OWN,4167,745,8,11372
41244,15000,12.69%,36 months,14.02%,RENT,3916.67,705,11,16355
19585,15000,14.17%,36 months,8.46%,MORTGAGE,6666.67,690,8,1073
384,5000,13.93%,36 months,22.57%,MORTGAGE,6000,660,17,29877
74981,14000,14.09%,36 months,15.19%,RENT,5416.67,690,6,4211
54428,21000,13.67%,36 months,8.08%,RENT,7916.67,705,6,6524
19348,5000,6.92%,36 months,18.39%,OWN,3333.33,725,8,5806
82882,5000,12.12%,36 months,20.26%,MORTGAGE,6250,675,19,33500
91562,8000,11.14%,36 months,5.98%,MORTGAGE,4333.33,710,5,11822
75837,10000,22.47%,36 months,34.26%,MORTGAGE,6200,675,36,28850
26195,7000,6.99%,36 months,14.32%,RENT,5166.67,775,6,0
60761,11000,6.03%,36 months,12.04%,MORTGAGE,5836.67,790,12,420
78382,28000,20.49%,60 months,4.36%,RENT,8416.67,710,11,1327
9618,24000,10.99%,36 months,19.27%,MORTGAGE,12500,740,11,45989
82216,15000,8.90%,36 months,13.59%,MORTGAGE,9583.33,735,10,13427
87554,24000,24.89%,36 months,29.46%,MORTGAGE,10737.5,660,26,34602
33095,5000,15.96%,36 months,14.36%,RENT,8166.67,660,7,7900
26087,10000,10.59%,36 months,9.68%,OWN,8333.33,730,5,35968
49619,16000,18.55%,36 months,23.88%,RENT,5653.67,660,12,16223
94183,8000,18.49%,36 months,23.37%,OWN,5000,670,17,18248
39492,10000,11.71%,36 months,8.69%,RENT,2750,695,6,6621
15510,5000,5.79%,36 months,15.69%,OWN,5416.67,760,11,4979
45453,20000,22.78%,60 months,24.42%,MORTGAGE,5666.67,665,15,18451
103374,3700,7.88%,36 months,10.17%,MORTGAGE,4985,720,6,11586
68176,15000,17.77%,36 months,22.45%,RENT,3500,670,11,9868
18049,9700,14.09%,36 months,9.52%,RENT,7333.33,665,9,14723
70427,8450,18.49%,36 months,21.98%,OWN,2083.33,660,14,7352
80246,25000,20.49%,60 months,9.15%,RENT,5833.33,690,7,14953
34730,25000,13.49%,60 months,19.97%,OWN,4166.67,745,4,17849
65776,15000,17.77%,36 months,18.24%,MORTGAGE,6000,670,16,14513
73194,14575,19.05%,36 months,24.23%,RENT,3833.33,660,13,13753
86479,14775,21.00%,60 months,27.59%,MORTGAGE,4473.33,675,10,33869
12976,2000,11.49%,36 months,2.44%,RENT,2500,700,4,67
62891,2575,10.16%,36 months,27.54%,RENT,4166.67,695,12,18499
63768,4200,14.33%,60 months,14.16%,RENT,3850,700,4,5718
6711,8000,20.52%,36 months,8.12%,RENT,2500,675,5,7327
24353,9500,14.79%,60 months,12.13%,RENT,3000,710,4,14227
9115,16750,9.88%,36 months,10.25%,MORTGAGE,3338,750,10,18696
83807,12300,13.11%,36 months,8.01%,OWN,3083.33,685,6,6162
89837,4000,17.27%,36 months,16.29%,MORTGAGE,3750,665,7,13284
11723,20000,18.30%,60 months,15.91%,MORTGAGE,5833,690,5,16140
22659,12000,12.68%,60 months,9.55%,MORTGAGE,9750,705,9,17259
69872,4375,14.33%,36 months,12%,RENT,3333.33,675,10,2440
9163,3000,14.59%,36 months,19.59%,RENT,4073,660,8,6941
59011,13000,6.62%,36 months,5.95%,MORTGAGE,11666.67,750,16,11451
92954,16200,8.90%,36 months,22.76%,MORTGAGE,4666.67,725,8,15503
90560,11400,8.90%,36 months,14.27%,MORTGAGE,5641.67,740,9,11092
79820,25875,18.49%,60 months,13.83%,MORTGAGE,6000,715,8,12316
13767,15000,19.04%,60 months,16.69%,RENT,5250,680,7,8615
79164,20950,22.95%,60 months,12.51%,RENT,10416.67,665,14,12460
26867,14000,14.79%,60 months,8.37%,RENT,6166.67,710,5,2697
3508,2000,16.00%,36 months,2.55%,RENT,2000,665,8,0
52759,25000,7.90%,36 months,1.73%,RENT,7500,765,4,4329
72356,28200,10.16%,60 months,10.35%,MORTGAGE,5900,780,13,20670
42253,20000,18.64%,60 months,15.41%,MORTGAGE,6250,680,5,3105
98954,24000,16.29%,36 months,29.05%,MORTGAGE,5577.26,690,10,13393
98510,21850,17.27%,60 months,21.94%,OWN,4166.67,710,14,20971
5821,20000,13.22%,36 months,9.07%,RENT,5458.33,705,7,15389
8692,16000,13.85%,36 months,12.50%,RENT,6750,685,12,6799
94839,10000,11.14%,36 months,19.61%,RENT,3916.67,720,9,6395
68406,20000,14.09%,36 months,9.16%,MORTGAGE,19583.33,710,12,31277
86117,1000,7.90%,36 months,17.07%,MORTGAGE,3333.33,720,8,3186
14044,3500,11.49%,36 months,14.43%,MORTGAGE,9166.67,690,12,34944
43056,15000,7.90%,36 months,22.24%,RENT,2666.67,735,15,11105
45519,19000,13.67%,36 months,15.12%,RENT,3544.67,685,21,9503
45424,12000,6.03%,36 months,9.61%,OWN,3100,755,7,11076
92038,22750,22.47%,60 months,29.03%,OWN,4333.33,670,15,11567
21716,9800,7.29%,36 months,8.96%,RENT,2333.33,730,8,11459
19492,3500,7.29%,36 months,15.54%,MORTGAGE,6333,715,12,41602
22132,20000,10.74%,60 months,3.07%,MORTGAGE,6125,755,5,17797
84265,20000,22.95%,60 months,7.10%,RENT,6750,665,6,16104
80231,19000,7.90%,36 months,9.76%,MORTGAGE,5166.67,770,18,43617
49533,17300,22.45%,60 months,3.58%,MORTGAGE,5500,685,11,2306
102514,7000,15.13%,36 months,18.91%,MORTGAGE,3833,650,13,12634
78618,7200,18.75%,36 months,16.21%,RENT,8333.33,660,8,28916
86953,10000,14.09%,36 months,9.71%,RENT,4583.33,675,6,3859
80129,4000,14.09%,36 months,12.27%,MORTGAGE,8583.33,675,9,36943
85216,17500,8.90%,36 months,10.94%,MORTGAGE,25000,730,9,34545
38247,20000,11.71%,36 months,9.58%,MORTGAGE,5416.67,725,12,18267
91245,16200,15.80%,60 months,7.92%,MORTGAGE,4833.33,680,12,12313
53041,10000,6.03%,36 months,13.03%,RENT,5000,760,8,3952
63051,27000,6.62%,36 months,12.21%,MORTGAGE,9250,810,12,4211
14446,4500,7.51%,36 months,20.27%,MORTGAGE,7075.5,720,15,68618
68628,.,14.33%,36 months,17.44%,MORTGAGE,3416.67,675,11,15891
98758,15000,10.16%,36 months,28.28%,MORTGAGE,6666.67,690,15,14880
13070,25000,10.75%,36 months,20.48%,MORTGAGE,7083.33,765,10,25429
45836,7000,17.27%,36 months,18.38%,OWN,2464.37,665,9,7089
52330,15000,19.99%,36 months,18.05%,RENT,8000,660,6,45976
48243,17000,15.81%,36 months,17.01%,RENT,3833.33,685,6,15484
63256,19075,18.75%,36 months,15.23%,RENT,5166.67,670,17,13749
42124,10000,11.71%,36 months,8.40%,RENT,4500,710,8,8404
78043,8475,7.62%,36 months,15.88%,RENT,3983.33,720,9,6882
925,6400,10.08%,36 months,8.11%,MORTGAGE,5166.67,710,5,5815
74047,30000,23.28%,60 months,12.10%,MORTGAGE,7083.33,675,16,17969
49957,24000,14.65%,36 months,15.29%,MORTGAGE,6666.67,685,13,17521
23735,30000,16.77%,60 months,19.23%,MORTGAGE,9250,705,15,45880
65882,16000,14.09%,60 months,21.54%,OWN,8903.25,740,18,18898
55610,10000,13.99%,36 months,4.89%,MORTGAGE,2166.67,680,4,4544
38576,6000,12.42%,36 months,16.66%,RENT,3500,675,8,.
3116,9000,13.79%,36 months,6.76%,RENT,3875,670,7,7589
